dYear,est,ist,imf_by,em,f107,dst
2023.9294520547944,-11.2,-4.8,3.2,1.224506,154.11111,-16.0
2023.9295662100456,-11.2,-4.8,0.6,0.72237,154.11111,-16.0
2023.9296803652967,-14.0,-6.0,-1.0,1.020558,154.11111,-20.0
2023.929794520548,-14.7,-6.3,0.3,0.330344,154.11111,-21.0
2023.9299086757992,-13.3,-5.7,0.3,1.050151,154.11111,-19.0
2023.9300228310503,-13.3,-5.7,0.5,1.438,154.11111,-19.0
2023.9301369863015,-16.1,-6.9,0.2,0.914529,154.11111,-23.0
2023.9302511415526,-15.4,-6.6,0.1,0.653645,154.11111,-22.0
2023.9303652968038,-11.9,-5.1,0.1,0.240444,154.11111,-17.0
2023.930479452055,-13.3,-5.7,-0.3,0.211847,154.11111,-19.0
2023.930593607306,-11.2,-4.8,-1.0,0.164195,154.11111,-16.0
2023.9307077625572,-9.8,-4.2,-0.5,0.036925,154.11111,-14.0
2023.9308219178083,-9.1,-3.9,-0.1,0.000833,154.11111,-13.0
2023.9309360730595,-9.1,-3.9,-0.4,0.014808,154.11111,-13.0
2023.9310502283106,-8.4,-3.6,-1.8,0.433814,154.11111,-12.0
2023.9311643835617,-9.8,-4.2,-1.8,0.672556,154.11111,-14.0
2023.9312785388129,-12.6,-5.4,-2.3,0.820156,154.11111,-18.0
2023.931392694064,-11.2,-4.8,-1.5,0.160749,154.11111,-16.0
2023.9315068493152,-9.1,-3.9,-2.1,0.566673,154.75308,-13.0
2023.9316210045663,-7.7,-3.3,-2.1,0.682812,154.75308,-11.0
2023.9317351598174,-8.4,-3.6,-2.4,0.6384,154.75308,-12.0
2023.9318493150686,-7.7,-3.3,-3.2,1.027561,154.75308,-11.0
2023.9319634703197,-7.7,-3.3,-3.6,1.128734,154.75308,-11.0
2023.9320776255709,-7.0,-3.0,-2.8,1.064821,154.75308,-10.0
2023.932191780822,-5.6,-2.4,-1.1,0.344666,154.75308,-8.0
2023.9323059360731,-6.3,-2.7,-0.0,0.0,154.75308,-9.0
2023.9324200913243,-7.0,-3.0,0.3,0.004574,154.75308,-10.0
2023.9325342465754,-7.0,-3.0,1.0,0.339368,154.75308,-10.0
2023.9326484018266,-5.6,-2.4,-0.2,0.00813,154.75308,-8.0
2023.9327625570777,-5.6,-2.4,0.8,0.1004,154.75308,-8.0
2023.9328767123288,-6.3,-2.7,0.8,0.3976,154.75308,-9.0
2023.93299086758,-6.3,-2.7,1.6,0.272765,154.75308,-9.0
2023.9331050228311,-4.9,-2.1,0.7,0.078557,154.75308,-7.0
2023.9332191780823,-3.5,-1.5,1.1,0.325554,154.75308,-5.0
2023.9333333333334,-3.5,-1.5,0.4,0.558536,154.75308,-5.0
2023.9334474885845,-4.2,-1.8,-0.9,0.53342,154.75308,-6.0
2023.9335616438357,-7.0,-3.0,-0.8,0.768175,154.75308,-10.0
2023.9336757990868,-7.7,-3.3,-1.6,0.886796,154.75308,-11.0
2023.933789954338,-5.6,-2.4,-1.4,1.022128,154.75308,-8.0
2023.933904109589,-2.1,-0.9,-2.0,1.100228,154.75308,-3.0
2023.9340182648402,-3.5,-1.5,-2.5,1.140663,154.75308,-5.0
2023.9341324200914,-4.2,-1.8,-2.6,0.65419,154.75308,-6.0
2023.9342465753425,-4.9,-2.1,0.9,0.06705,155.32098,-7.0
2023.9343607305937,-4.2,-1.8,-0.5,0.013849,155.32098,-6.0
2023.9344748858448,-4.2,-1.8,0.7,0.033312,155.32098,-6.0
2023.934589041096,-3.5,-1.5,-0.9,0.055715,155.32098,-5.0
2023.934703196347,-2.1,-0.9,-2.9,0.568678,155.32098,-3.0
2023.9348173515982,-1.4,-0.6,-1.0,0.655647,155.32098,-2.0
2023.9349315068494,-2.8,-1.2,-0.3,0.013701,155.32098,-4.0
2023.9350456621005,-2.8,-1.2,-0.6,0.071768,155.32098,-4.0
2023.9351598173516,-1.4,-0.6,0.7,0.030188,155.32098,-2.0
2023.9352739726028,-0.7,-0.3,0.9,0.14044,155.32098,-1.0
2023.935388127854,0.0,0.0,-1.2,0.423278,155.32098,0.0
2023.935502283105,-1.4,-0.6,-3.2,0.809456,155.32098,-2.0
2023.9356164383562,-2.8,-1.2,-2.8,1.072256,155.32098,-4.0
2023.9357305936073,-2.8,-1.2,-3.1,0.531542,155.32098,-4.0
2023.9358447488585,-2.1,-0.9,-2.2,1.059295,155.32098,-3.0
2023.9359589041096,-2.1,-0.9,-0.5,0.474357,155.32098,-3.0
2023.9360730593608,-3.5,-1.5,-1.4,0.926013,155.32098,-5.0
2023.936187214612,-4.9,-2.1,-2.3,0.792993,155.32098,-7.0
2023.936301369863,-4.2,-1.8,-1.4,0.104724,155.32098,-6.0
2023.9364155251142,-7.0,-3.0,-1.8,0.227498,155.32098,-10.0
2023.9365296803653,-7.0,-3.0,-0.7,0.031525,155.32098,-10.0
2023.9366438356165,-5.6,-2.4,-0.2,0.00202,155.32098,-8.0
2023.9367579908676,-5.6,-2.4,-1.0,0.14955,155.32098,-8.0
2023.9368721461187,-7.7,-3.3,-0.8,0.050989,155.32098,-11.0
2023.9369863013699,-7.7,-3.3,-2.1,0.26933,155.65433,-11.0
2023.937100456621,-5.6,-2.4,-1.0,0.31309,155.65433,-8.0
2023.9372146118722,-4.2,-1.8,-0.1,0.118316,155.65433,-6.0
2023.9373287671233,-3.5,-1.5,-2.8,0.989832,155.65433,-5.0
2023.9374429223744,-2.8,-1.2,-2.3,0.856147,155.65433,-4.0
2023.9375570776256,-2.1,-0.9,-2.3,0.942474,155.65433,-3.0
2023.9376712328767,-2.1,-0.9,-1.8,0.797594,155.65433,-3.0
2023.9377853881278,-4.2,-1.8,-2.3,1.107624,155.65433,-6.0
2023.937899543379,-4.2,-1.8,-1.9,0.483499,155.65433,-6.0
2023.9380136986301,-2.8,-1.2,-1.8,0.367022,155.65433,-4.0
2023.9381278538813,-2.1,-0.9,-1.2,0.301349,155.65433,-3.0
2023.9382420091324,-3.5,-1.5,-2.1,0.606984,155.65433,-5.0
2023.9383561643835,-5.6,-2.4,-3.1,0.802501,155.65433,-8.0
2023.9384703196347,-4.9,-2.1,-3.5,0.751213,155.65433,-7.0
2023.9385844748858,-4.2,-1.8,-3.4,0.885631,155.65433,-6.0
2023.938698630137,-5.6,-2.4,-2.4,1.166289,155.65433,-8.0
2023.938812785388,-7.0,-3.0,-2.8,0.446831,155.65433,-10.0
2023.9389269406392,-7.0,-3.0,1.1,0.043454,155.65433,-10.0
2023.9390410958904,-5.6,-2.4,-0.6,0.011855,155.65433,-8.0
2023.9391552511415,-4.2,-1.8,0.2,0.001701,155.65433,-6.0
2023.9392694063927,-3.5,-1.5,0.9,0.033621,155.65433,-5.0
2023.9393835616438,-2.8,-1.2,-0.6,0.289519,155.65433,-4.0
2023.939497716895,-3.5,-1.5,1.5,0.1611,155.65433,-5.0
2023.939611872146,-4.9,-2.1,2.8,0.40631,155.65433,-7.0
2023.9397260273972,-5.6,-2.4,2.2,0.406351,155.8642,-8.0
2023.9398401826484,-4.2,-1.8,2.7,0.589026,155.8642,-6.0
2023.9399543378995,-4.9,-2.1,1.1,0.373705,155.8642,-7.0
2023.9400684931506,-5.6,-2.4,1.1,1.158746,155.8642,-8.0
2023.9401826484018,-4.2,-1.8,-2.3,0.828468,155.8642,-6.0
2023.940296803653,-4.2,-1.8,-1.3,0.864845,155.8642,-6.0
2023.940410958904,-4.9,-2.1,-1.7,0.12006,155.8642,-7.0
2023.9405251141552,-3.5,-1.5,-2.3,0.282065,155.8642,-5.0
2023.9406392694063,-2.8,-1.2,-2.5,0.317529,155.8642,-4.0
2023.9407534246575,-2.8,-1.2,-1.7,0.343452,155.8642,-4.0
2023.9408675799086,-2.8,-1.2,-1.4,0.528118,155.8642,-4.0
2023.9409817351598,-2.1,-0.9,-2.7,0.704716,155.8642,-3.0
2023.941095890411,-2.8,-1.2,-1.7,0.923653,155.8642,-4.0
2023.941210045662,-4.9,-2.1,-1.3,0.776211,155.8642,-7.0
2023.9413242009132,-4.2,-1.8,-2.5,0.664731,155.8642,-6.0
2023.9414383561643,-2.1,-0.9,-1.3,0.922638,155.8642,-3.0
2023.9415525114155,-2.8,-1.2,-1.4,0.739125,155.8642,-4.0
2023.9416666666666,-3.5,-1.5,-1.7,0.166751,155.8642,-5.0
2023.9417808219177,-2.8,-1.2,-2.1,0.168812,155.8642,-4.0
2023.9418949771689,-3.5,-1.5,-3.3,0.497106,155.8642,-5.0
2023.94200913242,-2.1,-0.9,-3.0,0.86,155.8642,-3.0
2023.9421232876712,-1.4,-0.6,-1.8,0.722428,155.8642,-2.0
2023.9422374429223,-2.1,-0.9,-0.9,0.027595,155.8642,-3.0
2023.9423515981734,-1.4,-0.6,-2.1,0.247473,155.8642,-2.0
2023.9424657534246,-2.8,-1.2,-2.1,0.419999,156.09877,-4.0
2023.9425799086757,-2.1,-0.9,-1.3,0.685471,156.09877,-3.0
2023.9426940639269,-2.8,-1.2,-0.8,0.722807,156.09877,-4.0
2023.942808219178,-3.5,-1.5,-1.4,0.620461,156.09877,-5.0
2023.9429223744291,-3.5,-1.5,-1.7,0.412503,156.09877,-5.0
2023.9430365296803,-2.8,-1.2,-0.3,0.486268,156.09877,-4.0
2023.9431506849314,-2.8,-1.2,-0.6,0.307158,156.09877,-4.0
2023.9432648401826,-3.5,-1.5,-0.1,0.529157,156.09877,-5.0
2023.9433789954337,-3.5,-1.5,-1.6,0.248,156.09877,-5.0
2023.9434931506848,-2.8,-1.2,-1.5,0.106509,156.09877,-4.0
2023.943607305936,-2.1,-0.9,-2.6,0.382821,156.09877,-3.0
2023.9437214611871,-2.1,-0.9,-2.6,0.426904,156.09877,-3.0
2023.9438356164383,0.0,0.0,-3.7,0.975443,156.09877,0.0
2023.9439497716894,0.7,0.3,-4.1,0.927357,156.09877,1.0
2023.9440639269405,0.0,0.0,-4.4,0.817222,156.09877,0.0
2023.9441780821917,0.0,0.0,-4.2,0.434564,156.09877,0.0
2023.9442922374428,1.4,0.6,-4.5,0.582547,156.09877,2.0
2023.944406392694,2.1,0.9,-3.9,0.515015,156.09877,3.0
2023.944520547945,2.1,0.9,-2.7,0.570495,156.09877,3.0
2023.9446347031962,2.8,1.2,-1.8,0.54486,156.09877,4.0
2023.9447488584474,4.2,1.8,-1.8,0.382457,156.09877,6.0
2023.9448630136985,6.3,2.7,-1.5,0.162488,156.09877,9.0
2023.9449771689497,7.7,3.3,-0.8,0.2568,156.09877,11.0
2023.9450913242008,7.0,3.0,-1.2,0.333234,156.09877,10.0
2023.945205479452,7.0,3.0,0.5,0.428161,156.34567,10.0
2023.9453196347033,7.0,3.0,2.4,0.469293,156.34567,10.0
2023.9454337899544,4.9,2.1,2.2,0.783281,156.34567,7.0
2023.9455479452056,0.0,0.0,0.4,1.1096,156.34567,0.0
2023.9456621004567,-2.8,-1.2,-1.1,0.701893,156.34567,-4.0
2023.9457762557079,-2.1,-0.9,2.4,0.355672,156.34567,-3.0
2023.945890410959,0.7,0.3,3.2,0.570922,156.34567,1.0
2023.9460045662101,4.2,1.8,4.0,0.658251,156.34567,6.0
2023.9461187214613,6.3,2.7,5.6,0.977779,156.34567,9.0
2023.9462328767124,6.3,2.7,5.6,0.553237,156.34567,9.0
2023.9463470319636,9.1,3.9,0.0,0.0,156.34567,13.0
2023.9464611872147,10.5,4.5,3.4,0.951728,156.34567,15.0
2023.9465753424658,2.8,1.2,7.1,4.186151,156.34567,4.0
2023.946689497717,-1.4,-0.6,6.7,2.213101,156.34567,-2.0
2023.9468036529681,-4.9,-2.1,4.4,1.413838,156.34567,-7.0
2023.9469178082193,-4.9,-2.1,4.6,2.411276,156.34567,-7.0
2023.9470319634704,-8.4,-3.6,5.7,1.697644,156.34567,-12.0
2023.9471461187215,-14.7,-6.3,2.6,0.367631,156.34567,-21.0
2023.9472602739727,-16.1,-6.9,2.6,0.112048,156.34567,-23.0
2023.9473744292238,-13.3,-5.7,1.7,0.090377,156.34567,-19.0
2023.947488584475,-10.5,-4.5,-3.3,0.181201,156.34567,-15.0
2023.947602739726,-8.4,-3.6,-3.4,0.267495,156.34567,-12.0
2023.9477168949772,-7.0,-3.0,-4.4,0.504439,156.34567,-10.0
2023.9478310502284,-4.2,-1.8,-3.2,0.222276,156.34567,-6.0
2023.9479452054795,-1.4,-0.6,1.0,0.32233,156.81482,-2.0
2023.9480593607307,0.7,0.3,1.5,1.629158,156.81482,1.0
2023.9481735159818,-0.7,-0.3,-3.3,1.115137,156.81482,-1.0
2023.948287671233,-4.2,-1.8,-4.9,1.659528,156.81482,-6.0
2023.948401826484,-3.5,-1.5,-6.4,0.777822,156.81482,-5.0
2023.9485159817352,-3.5,-1.5,-4.8,1.397981,156.81482,-5.0
2023.9486301369864,-5.6,-2.4,3.1,2.160141,156.81482,-8.0
2023.9487442922375,-11.2,-4.8,5.0,1.89857,156.81482,-16.0
2023.9488584474886,-14.7,-6.3,1.8,0.984973,156.81482,-21.0
2023.9489726027398,-13.3,-5.7,-7.1,1.208124,156.81482,-19.0
2023.949086757991,-10.5,-4.5,-5.6,0.9688,156.81482,-15.0
2023.949200913242,-9.8,-4.2,-2.3,0.849692,156.81482,-14.0
2023.9493150684932,-11.2,-4.8,0.1,1.783765,156.81482,-16.0
2023.9494292237443,-11.9,-5.1,-0.3,1.019536,156.81482,-17.0
2023.9495433789955,-12.6,-5.4,0.5,0.542229,156.81482,-18.0
2023.9496575342466,-13.3,-5.7,4.2,1.608459,156.81482,-19.0
2023.9497716894978,-13.3,-5.7,4.6,1.589361,156.81482,-19.0
2023.949885844749,-11.9,-5.1,3.8,1.626232,156.81482,-17.0
2023.95,-12.6,-5.4,6.2,1.460424,156.81482,-18.0
2023.9501141552512,-12.6,-5.4,7.1,1.581645,156.81482,-18.0
2023.9502283105023,-11.2,-4.8,6.9,1.623425,156.81482,-16.0
2023.9503424657535,-9.8,-4.2,7.8,2.087215,156.81482,-14.0
2023.9504566210046,-10.5,-4.5,10.6,3.550168,156.81482,-15.0
2023.9505707762557,-18.2,-7.8,10.3,3.986246,156.81482,-26.0
2023.9506849315069,-23.8,-10.2,9.4,3.845337,157.11111,-34.0
2023.950799086758,-28.0,-12.0,7.4,4.298099,157.11111,-40.0
2023.9509132420092,-32.2,-13.8,7.9,4.02096,157.11111,-46.0
2023.9510273972603,-37.8,-16.2,6.9,3.251187,157.11111,-54.0
2023.9511415525114,-39.2,-16.8,5.7,3.647507,157.11111,-56.0
2023.9512557077626,-42.0,-18.0,4.6,3.230119,157.11111,-60.0
2023.9513698630137,-46.2,-19.8,3.8,3.226639,157.11111,-66.0
2023.9514840182649,-51.8,-22.2,3.5,2.919756,157.11111,-74.0
2023.951598173516,-54.6,-23.4,3.9,2.389582,157.11111,-78.0
2023.9517123287671,-51.8,-22.2,3.3,2.045585,157.11111,-74.0
2023.9518264840183,-35.7,-15.3,2.8,1.686973,157.11111,-51.0
2023.9519406392694,-32.2,-13.8,4.8,1.024,157.11111,-46.0
2023.9520547945206,-29.4,-12.6,1.7,2.171163,157.11111,-42.0
2023.9521689497717,-28.7,-12.3,1.8,1.912852,157.11111,-41.0
2023.9522831050228,-30.1,-12.9,3.2,1.162685,157.11111,-43.0
2023.952397260274,-30.8,-13.2,2.4,1.340895,157.11111,-44.0
2023.9525114155251,-27.3,-11.7,2.8,1.051341,157.11111,-39.0
2023.9526255707763,-24.5,-10.5,2.6,1.59534,157.11111,-35.0
2023.9527397260274,-25.2,-10.8,2.3,1.485801,157.11111,-36.0
2023.9528538812785,-27.3,-11.7,1.9,1.529223,157.11111,-39.0
2023.9529680365297,-28.0,-12.0,2.2,1.045549,157.11111,-40.0
2023.9530821917808,-24.5,-10.5,1.2,0.734134,157.11111,-35.0
2023.953196347032,-23.1,-9.9,1.1,0.480248,157.11111,-33.0
2023.953310502283,-22.4,-9.6,0.8,0.187692,157.11111,-32.0
2023.9534246575342,-23.1,-9.9,0.6,0.006489,157.32098,-33.0
2023.9535388127854,-21.7,-9.3,2.0,0.059276,157.32098,-31.0
2023.9536529680365,-19.6,-8.4,0.0,0.058,157.32098,-28.0
2023.9537671232877,-17.5,-7.5,-2.4,0.818314,157.32098,-25.0
2023.9538812785388,-18.2,-7.8,0.1,0.689099,157.32098,-26.0
2023.95399543379,-18.2,-7.8,-0.6,0.629489,157.32098,-26.0
2023.954109589041,-16.8,-7.2,-1.4,0.974184,157.32098,-24.0
2023.9542237442922,-18.9,-8.1,-0.5,0.429819,157.32098,-27.0
2023.9543378995434,-19.6,-8.4,0.7,0.04443,157.32098,-28.0
2023.9544520547945,-16.8,-7.2,1.5,0.497932,157.32098,-24.0
2023.9545662100456,-11.9,-5.1,-0.0,0.7025,157.32098,-17.0
2023.9546803652968,-4.2,-1.8,4.1,1.77674,157.32098,-6.0
2023.954794520548,-3.5,-1.5,13.1,2.720162,157.32098,-5.0
2023.954908675799,-2.1,-0.9,10.1,1.624181,157.32098,-3.0
2023.9550228310502,-4.9,-2.1,14.5,1.648608,157.32098,-7.0
2023.9551369863013,-8.4,-3.6,8.0,1.688016,157.32098,-12.0
2023.9552511415525,-1.4,-0.6,6.3,1.160493,157.32098,-2.0
2023.9553652968036,-3.5,-1.5,9.9,2.061529,157.32098,-5.0
2023.9554794520548,-9.1,-3.9,9.3,2.572061,157.32098,-13.0
2023.955593607306,-12.6,-5.4,8.8,3.473559,157.32098,-18.0
2023.955707762557,-15.4,-6.6,11.2,1.863623,157.32098,-22.0
2023.9558219178082,-11.2,-4.8,3.9,0.944179,157.32098,-16.0
2023.9559360730593,-8.4,-3.6,3.4,0.529705,157.32098,-12.0
2023.9560502283105,-16.8,-7.2,5.7,2.600928,157.32098,-24.0
2023.9561643835616,-22.4,-9.6,7.2,2.814088,157.39507,-32.0
2023.9562785388127,-19.6,-8.4,4.5,2.038615,157.39507,-28.0
2023.9563926940639,-21.0,-9.0,3.4,1.699406,157.39507,-30.0
2023.956506849315,-15.4,-6.6,1.6,1.139827,157.39507,-22.0
2023.9566210045662,-17.5,-7.5,1.1,0.179201,157.39507,-25.0
2023.9567351598173,-13.3,-5.7,-0.1,0.001249,157.39507,-19.0
2023.9568493150684,-9.8,-4.2,0.0,0.0,157.39507,-14.0
2023.9569634703196,-11.2,-4.8,1.1,0.357164,157.39507,-16.0
2023.9570776255707,-10.5,-4.5,1.6,0.635564,157.39507,-15.0
2023.9571917808219,-8.4,-3.6,0.5,1.140162,157.39507,-12.0
2023.957305936073,-6.3,-2.7,2.5,0.456972,157.39507,-9.0
2023.9574200913241,-7.0,-3.0,0.2,0.000998,157.39507,-10.0
2023.9575342465753,-2.8,-1.2,1.1,0.026994,157.39507,-4.0
2023.9576484018264,-2.8,-1.2,0.1,0.000211,157.39507,-4.0
2023.9577625570776,1.4,0.6,-2.8,0.18076,157.39507,2.0
2023.9578767123287,2.1,0.9,0.4,0.00592,157.39507,3.0
2023.9579908675798,5.6,2.4,1.3,0.070552,157.39507,8.0
2023.958105022831,6.3,2.7,3.7,0.925048,157.39507,9.0
2023.9582191780821,3.5,1.5,3.5,2.012056,157.39507,5.0
2023.9583333333333,-4.9,-2.1,4.2,2.158378,157.39507,-7.0
2023.9584474885844,-11.9,-5.1,3.8,1.696865,157.39507,-17.0
2023.9585616438355,-18.9,-8.1,3.1,2.001783,157.39507,-27.0
2023.9586757990867,-24.5,-10.5,0.9,1.431472,157.39507,-35.0
2023.9587899543378,-23.1,-9.9,3.8,2.104038,157.39507,-33.0
2023.958904109589,-21.0,-9.0,2.2,1.321091,157.53087,-30.0
2023.95901826484,-23.8,-10.2,3.3,1.625249,157.53087,-34.0
2023.9591324200912,-24.5,-10.5,4.2,2.4847,157.53087,-35.0
2023.9592465753424,-21.7,-9.3,1.6,2.616116,157.53087,-31.0
2023.9593607305935,-24.5,-10.5,1.8,2.612195,157.53087,-35.0
2023.9594748858447,-28.0,-12.0,0.2,2.874301,157.53087,-40.0
2023.9595890410958,-24.5,-10.5,1.0,1.041045,157.53087,-35.0
2023.959703196347,-26.6,-11.4,2.8,0.159779,157.53087,-38.0
2023.959817351598,-23.1,-9.9,11.7,2.767081,157.53087,-33.0
2023.9599315068492,-22.4,-9.6,8.2,3.344221,157.53087,-32.0
2023.9600456621004,-31.5,-13.5,5.6,2.791197,157.53087,-45.0
2023.9601598173515,-37.1,-15.9,4.2,3.043902,157.53087,-53.0
2023.9602739726026,-30.8,-13.2,1.9,3.032457,157.53087,-44.0
2023.9603881278538,-29.4,-12.6,0.1,4.930637,157.53087,-42.0
2023.960502283105,-39.2,-16.8,-0.8,5.436274,157.53087,-56.0
2023.960616438356,-53.9,-23.1,3.1,0.595587,157.53087,-77.0
2023.9607305936072,-40.6,-17.4,4.5,0.391689,157.53087,-58.0
2023.9608447488583,-34.3,-14.7,2.5,1.424386,157.53087,-49.0
2023.9609589041097,-32.9,-14.1,-2.7,2.213687,157.53087,-47.0
2023.9610730593608,-33.6,-14.4,0.0,0.0,157.53087,-48.0
2023.961187214612,-27.3,-11.7,-0.9,0.011677,157.53087,-39.0
2023.9613013698631,-31.5,-13.5,3.2,0.157919,157.53087,-45.0
2023.9614155251143,-26.6,-11.4,6.6,0.662949,157.53087,-38.0
2023.9615296803654,-22.4,-9.6,5.6,0.430713,157.53087,-32.0
2023.9616438356165,-19.6,-8.4,5.0,0.3086,157.5679,-28.0
2023.9617579908677,-15.4,-6.6,4.9,0.302334,157.5679,-22.0
2023.9618721461188,-17.5,-7.5,6.0,0.520004,157.5679,-25.0
2023.96198630137,-18.2,-7.8,2.0,0.058412,157.5679,-26.0
2023.962100456621,-14.0,-6.0,4.2,0.274669,157.5679,-20.0
2023.9622146118722,-11.2,-4.8,-0.9,4.885071,157.5679,-16.0
2023.9623287671234,-32.2,-13.8,0.8,4.925394,157.5679,-46.0
2023.9624429223745,-48.3,-20.7,8.1,2.609483,157.5679,-69.0
2023.9625570776257,-40.6,-17.4,9.4,2.125172,157.5679,-58.0
2023.9626712328768,-30.1,-12.9,5.0,0.467219,157.5679,-43.0
2023.962785388128,-32.2,-13.8,7.0,1.194486,157.5679,-46.0
2023.962899543379,-39.9,-17.1,11.9,2.80687,157.5679,-57.0
2023.9630136986302,-39.9,-17.1,10.9,2.716613,157.5679,-57.0
2023.9631278538814,-33.6,-14.4,9.0,1.290941,157.5679,-48.0
2023.9632420091325,-27.3,-11.7,4.4,0.388485,157.5679,-39.0
2023.9633561643836,-21.7,-9.3,-1.3,2.413913,157.5679,-31.0
2023.9634703196348,-18.9,-8.1,6.1,1.021876,157.5679,-27.0
2023.963584474886,-14.0,-6.0,8.1,2.08834,157.5679,-20.0
2023.963698630137,-14.0,-6.0,8.1,1.581642,157.5679,-20.0
2023.9638127853882,-14.0,-6.0,7.9,3.179303,157.5679,-20.0
2023.9639269406393,-19.6,-8.4,6.8,2.160965,157.5679,-28.0
2023.9640410958905,-20.3,-8.7,2.1,0.116254,157.5679,-29.0
2023.9641552511416,-18.9,-8.1,5.2,1.382259,157.5679,-27.0
2023.9642694063928,-21.7,-9.3,6.8,2.674458,157.5679,-31.0
2023.964383561644,-25.2,-10.8,2.9,1.11202,157.50618,-36.0
2023.964497716895,-25.9,-11.1,4.2,1.631732,157.50618,-37.0
2023.9646118721462,-30.1,-12.9,1.8,0.439582,157.50618,-43.0
2023.9647260273973,-29.4,-12.6,2.0,0.308191,157.50618,-42.0
2023.9648401826485,-23.8,-10.2,0.3,0.002849,157.50618,-34.0
2023.9649543378996,-21.7,-9.3,-0.6,0.011876,157.50618,-31.0
2023.9650684931507,-21.0,-9.0,-1.0,0.105517,157.50618,-30.0
2023.9651826484019,-21.0,-9.0,0.1,0.001074,157.50618,-30.0
2023.965296803653,-21.7,-9.3,0.3,0.006071,157.50618,-31.0
2023.9654109589042,-21.7,-9.3,0.2,0.014943,157.50618,-31.0
2023.9655251141553,-18.9,-8.1,-1.4,0.095469,157.50618,-27.0
2023.9656392694064,-16.8,-7.2,0.2,0.003312,157.50618,-24.0
2023.9657534246576,-16.8,-7.2,-0.5,0.020276,157.50618,-24.0
2023.9658675799087,-16.1,-6.9,-1.0,0.089167,157.50618,-23.0
2023.9659817351599,-16.8,-7.2,-0.6,0.04313,157.50618,-24.0
2023.966095890411,-17.5,-7.5,-0.7,0.2128,157.50618,-25.0
2023.9662100456621,-14.7,-6.3,-0.6,0.067474,157.50618,-21.0
2023.9663242009133,-11.9,-5.1,-1.1,0.231141,157.50618,-17.0
2023.9664383561644,-12.6,-5.4,0.2,0.004257,157.50618,-18.0
2023.9665525114156,-11.9,-5.1,2.1,0.413342,157.50618,-17.0
2023.9666666666667,-12.6,-5.4,1.9,1.346286,157.50618,-18.0
2023.9667808219178,-13.3,-5.7,3.0,0.708224,157.50618,-19.0
2023.966894977169,-15.4,-6.6,1.4,1.814294,157.50618,-22.0
2023.9670091324201,-21.7,-9.3,2.4,0.801769,157.50618,-31.0
2023.9671232876713,-23.1,-9.9,3.3,2.590327,157.51852,-33.0
2023.9672374429224,-23.1,-9.9,4.1,2.648028,157.51852,-33.0
2023.9673515981735,-21.7,-9.3,2.7,2.551056,157.51852,-31.0
2023.9674657534247,-21.0,-9.0,4.2,1.906206,157.51852,-30.0
2023.9675799086758,-20.3,-8.7,-0.1,0.446531,157.51852,-29.0
2023.967694063927,-18.9,-8.1,-1.0,0.87529,157.51852,-27.0
2023.967808219178,-17.5,-7.5,2.4,1.069844,157.51852,-25.0
2023.9679223744292,-16.1,-6.9,2.2,1.239557,157.51852,-23.0
2023.9680365296804,-16.8,-7.2,3.0,1.131814,157.51852,-24.0
2023.9681506849315,-16.1,-6.9,1.0,1.300742,157.51852,-23.0
2023.9682648401827,-14.0,-6.0,2.8,0.977557,157.51852,-20.0
2023.9683789954338,-13.3,-5.7,2.5,1.095038,157.51852,-19.0
2023.968493150685,-15.4,-6.6,1.7,1.247144,157.51852,-22.0
2023.968607305936,-16.1,-6.9,1.3,1.534617,157.51852,-23.0
2023.9687214611872,-18.9,-8.1,1.5,1.636722,157.51852,-27.0
2023.9688356164384,-18.2,-7.8,0.9,1.250634,157.51852,-26.0
2023.9689497716895,-14.7,-6.3,1.2,0.961789,157.51852,-21.0
2023.9690639269406,-11.9,-5.1,0.2,0.942929,157.51852,-17.0
2023.9691780821918,-14.7,-6.3,2.0,0.324942,157.51852,-21.0
2023.969292237443,-15.4,-6.6,2.1,0.234017,157.51852,-22.0
2023.969406392694,-14.7,-6.3,1.9,0.706874,157.51852,-21.0
2023.9695205479452,-14.7,-6.3,2.2,1.038288,157.51852,-21.0
2023.9696347031963,-16.1,-6.9,1.3,1.097706,157.51852,-23.0
2023.9697488584475,-19.6,-8.4,1.6,0.631142,157.51852,-28.0
2023.9698630136986,-20.3,-8.7,2.0,0.614446,157.40741,-29.0
2023.9699771689498,-18.9,-8.1,0.3,0.869592,157.40741,-27.0
2023.970091324201,-16.1,-6.9,0.3,0.371585,157.40741,-23.0
2023.970205479452,-15.4,-6.6,2.0,0.441995,157.40741,-22.0
2023.9703196347032,-15.4,-6.6,2.1,0.43155,157.40741,-22.0
2023.9704337899543,-12.6,-5.4,1.5,0.459282,157.40741,-18.0
2023.9705479452055,-11.9,-5.1,0.7,0.32278,157.40741,-17.0
2023.9706621004566,-11.9,-5.1,-0.1,0.733908,157.40741,-17.0
2023.9707762557077,-14.0,-6.0,-0.6,1.275013,157.40741,-20.0
2023.9708904109589,-16.1,-6.9,-1.9,1.021378,157.40741,-23.0
2023.97100456621,-11.9,-5.1,-1.5,1.23905,157.40741,-17.0
2023.9711187214612,-11.2,-4.8,0.8,0.925041,157.40741,-16.0
2023.9712328767123,-11.9,-5.1,0.7,0.476167,157.40741,-17.0
2023.9713470319634,-11.9,-5.1,1.5,0.961247,157.40741,-17.0
